,dance,mode,energy,key,loudness,speech,acous,instrum,live,valence,tempo,duration_(ms),id_check,popularity,name,artist,album,id
1391,0.45,1,0.303,7,-13.389,0.0324,0.782,0.000575,0.311,0.426,143.479,192707,24NpKy7izjWdM2WxRUeVuO,0,Longer Boats,Yusuf / Cat Stevens,Tea for the Tillerman,24NpKy7izjWdM2WxRUeVuO
1392,0.584,1,0.187,9,-17.208,0.0298,0.759,0.00394,0.174,0.284,110.857,204533,5GLpziaaaXuErUrTp7cQoa,0,Into White,Yusuf / Cat Stevens,Tea for the Tillerman,5GLpziaaaXuErUrTp7cQoa
1393,0.543,1,0.488,7,-9.287,0.03,0.389,0.0326,0.117,0.512,86.093,308067,6qc8lhU804MGd1x15VbSVI,0,On The Road To Find Out,Yusuf / Cat Stevens,Tea for the Tillerman,6qc8lhU804MGd1x15VbSVI
1394,0.602,1,0.553,11,-9.336,0.0328,0.108,0.0,0.0512,0.971,130.594,118840,5xlS0QkVrSH7ssEbBgBzbM,67,Little Saint Nick - 1991 Remix,The Beach Boys,The Beach Boys' Christmas Album,5xlS0QkVrSH7ssEbBgBzbM
1395,0.599,1,0.532,2,-10.693,0.0381,0.0415,0.0,0.102,0.547,108.225,139333,6BzZvQJsXi68wSvFTHU9bC,38,Slip On Through - Remastered 2009,The Beach Boys,Sunflower,6BzZvQJsXi68wSvFTHU9bC
1396,0.515,1,0.578,5,-9.573,0.036,0.283,0.0,0.248,0.543,117.6,118400,3j9k7V5iIUS7thl5FnlzfR,28,This Whole World - Remastered 2009,The Beach Boys,Sunflower,3j9k7V5iIUS7thl5FnlzfR
1397,0.513,1,0.35,9,-10.99,0.0267,0.0294,0.0,0.0792,0.49,108.132,215893,5fmSii6QOiD1LPvfapnQHK,28,Add Some Music To Your Day - Remastered 2009,The Beach Boys,Sunflower,5fmSii6QOiD1LPvfapnQHK
1398,0.593,1,0.554,0,-10.004,0.0293,0.235,0.927,0.549,0.824,115.852,163427,0YlN6NlMuSE1iEdDH0vwui,24,Got To Know The Woman - Remastered 2009,The Beach Boys,Sunflower,0YlN6NlMuSE1iEdDH0vwui
1399,0.579,0,0.49,11,-12.776,0.0332,0.0907,0.0,0.297,0.648,108.691,209573,4gyLNOeQxBTwHUKgyXPrh2,30,Deirdre - Remastered 2009,The Beach Boys,Sunflower,4gyLNOeQxBTwHUKgyXPrh2
1400,0.39,1,0.607,5,-7.404,0.0384,0.421,4.17e-05,0.243,0.213,167.211,177947,1P1fdXPlrnznMLWJ0XaGDe,25,It's About Time - Remastered 2009,The Beach Boys,Sunflower,1P1fdXPlrnznMLWJ0XaGDe
1401,0.377,1,0.358,2,-11.487,0.0372,0.714,2.58e-05,0.288,0.242,128.151,251333,0iz2Pm0bYYrHcuFletpNPT,36,Tears In The Morning - Remastered 2009,The Beach Boys,Sunflower,0iz2Pm0bYYrHcuFletpNPT
1402,0.447,0,0.416,9,-12.181,0.0258,0.0716,0.00426,0.125,0.295,103.068,156467,7y9O8sJmuX7DvmyrR7h3PY,51,All I Wanna Do - Remastered 2009,The Beach Boys,Sunflower,7y9O8sJmuX7DvmyrR7h3PY
1403,0.439,1,0.421,9,-9.813,0.0302,0.0023,0.0,0.188,0.0945,113.464,160933,1vGqPTdYS0G7Bs1Ltru7Na,27,Our Sweet Love - Remastered 2009,The Beach Boys,Sunflower,1vGqPTdYS0G7Bs1Ltru7Na
1404,0.492,1,0.37,4,-12.455,0.0271,0.418,0.000262,0.0729,0.732,109.086,152093,4RrAIpx5aEWMNyhug6jIn7,24,At My Window - Remastered 2009,The Beach Boys,Sunflower,4RrAIpx5aEWMNyhug6jIn7
1405,0.364,1,0.266,5,-16.351,0.0311,0.401,0.00128,0.202,0.127,112.86,303293,57jNhiCn0gY12nUmXkcnOI,36,"Cool, Cool Water - Remastered 2009",The Beach Boys,Sunflower,57jNhiCn0gY12nUmXkcnOI
1406,0.669,1,0.361,8,-9.365,0.0386,0.795,0.0,0.147,0.697,97.737,125107,6BFxfy7nDu9jzLq5qJKT0j,43,When Someone Wants to Leave,Dolly Parton,Jolene,6BFxfy7nDu9jzLq5qJKT0j
1407,0.667,1,0.409,0,-11.247,0.0301,0.909,0.0323,0.135,0.709,103.643,138707,6xUx9zbReQRiskjcAGlQlw,40,River of Happiness,Dolly Parton,Jolene,6xUx9zbReQRiskjcAGlQlw
1408,0.642,1,0.197,5,-14.293,0.0476,0.924,0.000308,0.0927,0.406,88.278,166027,3CkJeQjxbYJsLN2MLAvluL,40,Early Morning Breeze,Dolly Parton,Jolene,3CkJeQjxbYJsLN2MLAvluL
1409,0.618,1,0.524,5,-10.656,0.0262,0.768,0.0199,0.256,0.881,92.444,136733,38XfMra7gVoBULRngSRWTN,38,Highlight of My Life,Dolly Parton,Jolene,38XfMra7gVoBULRngSRWTN
1410,0.667,1,0.43,2,-10.42,0.03,0.876,0.0,0.106,0.815,93.796,112067,5Z5SHnV6a4UyE7e7DcTrhP,37,Randy,Dolly Parton,Jolene,5Z5SHnV6a4UyE7e7DcTrhP
1411,0.536,1,0.274,0,-10.758,0.0281,0.845,8.92e-05,0.118,0.462,86.915,165533,3Ad4Vd2MLBBpApduPsydXk,37,Living On Memories of You,Dolly Parton,Jolene,3Ad4Vd2MLBBpApduPsydXk
1412,0.388,1,0.203,11,-13.834,0.0289,0.881,0.00989,0.105,0.371,162.505,193427,5nEuQTJ1d6iQhdn3e0jX16,39,Lonely Comin' Down,Dolly Parton,Jolene,5nEuQTJ1d6iQhdn3e0jX16
1413,0.63,1,0.456,2,-11.774,0.0276,0.904,0.0,0.295,0.899,93.223,111200,4h302bPIcNoJhlBuYwyYV7,32,It Must Be You,Dolly Parton,Jolene,4h302bPIcNoJhlBuYwyYV7
1414,0.472,0,0.579,4,-10.533,0.131,0.265,0.0732,0.135,0.18,103.14,212507,2dyCo0B5PvcbTcSpgZv51m,38,Oh Well (Pt. 1) - Mono; 2018 Remaster,Fleetwood Mac,50 Years - Don't Stop,2dyCo0B5PvcbTcSpgZv51m
1415,0.515,0,0.594,11,-11.435,0.0334,0.073,0.0524,0.123,0.379,102.767,279293,5dPwxUZTCFCI1okot98SEt,32,The Green Manalishi (With the Two Prong Crown) - 2018 Remaster,Fleetwood Mac,50 Years - Don't Stop,5dPwxUZTCFCI1okot98SEt
1416,0.648,1,0.755,0,-7.901,0.03,0.0139,0.000253,0.225,0.607,126.341,294587,78RIER8V6EhrqVPOBi2GYa,64,Here Comes the Rain Again - Remastered Version,Eurythmics,Touch (Reissue - Deluxe Edition),78RIER8V6EhrqVPOBi2GYa
1417,0.387,1,0.561,7,-12.098,0.0286,0.157,0.000554,0.0634,0.225,92.447,162653,24IIxjIkX9W5QaIcI7Sgzl,19,Coloured Rain,Traffic,Mr. Fantasy,24IIxjIkX9W5QaIcI7Sgzl
1418,0.414,1,0.73,9,-6.147,0.0263,0.00733,0.097,0.132,0.525,104.757,227240,2VhbkwauflW0ogsMvecvfN,20,"City Rain, City Streets",Ryan Adams,Love Is Hell,2VhbkwauflW0ogsMvecvfN
1419,0.822,0,0.686,10,-10.456,0.0472,0.115,0.000982,0.0463,0.828,117.743,235693,1db0gbTSKdRQum8VlbNkiO,62,Say Say Say - Remastered 2015,Paul McCartney,Pipes Of Peace,1db0gbTSKdRQum8VlbNkiO
1420,0.389,1,0.476,9,-9.342,0.0316,0.619,5.09e-05,0.255,0.566,148.117,217107,6txWz9UapYHVxEd7dDIHXT,74,No Rain,Blind Melon,Blind Melon,6txWz9UapYHVxEd7dDIHXT
1421,0.603,1,0.674,10,-6.808,0.0295,0.62,0.00261,0.26,0.559,121.261,264240,5tEWG2w3eCJAleGxvZGm8p,0,It's Raining Again,Supertramp,Famous Last Words (Remastered),5tEWG2w3eCJAleGxvZGm8p
1422,0.388,1,0.449,3,-12.584,0.088,0.443,0.0,0.265,0.692,179.651,162707,1tjpccwiGZTMDfHr5VGCmT,55,I Wish It Would Rain,The Temptations,Wish It Would Rain,1tjpccwiGZTMDfHr5VGCmT
1423,0.687,1,0.841,2,-3.705,0.0467,0.00632,3.88e-06,0.163,0.599,97.859,262893,0OynJucFiFxzGyOJN6SM0v,6,Down,Drapht,The Life of Riley,0OynJucFiFxzGyOJN6SM0v
1424,0.395,1,0.567,5,-8.744,0.114,0.81,5.49e-06,0.353,0.391,70.065,56933,6F8mfuUUjjIOZZAYRmXq64,1,The Eulogy,Drapht,The Life of Riley,6F8mfuUUjjIOZZAYRmXq64
1425,0.577,0,0.89,7,-3.511,0.284,0.111,0.0,0.282,0.368,91.977,227227,66N9xWRWNTssK6QxNuudJV,5,R.I.P. J.R,Drapht,The Life of Riley,66N9xWRWNTssK6QxNuudJV
1426,0.507,0,0.93,11,-3.932,0.137,0.147,0.0,0.458,0.586,92.081,175360,6SjRHPWJMr2M68fbLLkO7n,5,Won't Listen When,Drapht,The Life of Riley,6SjRHPWJMr2M68fbLLkO7n
1427,0.693,0,0.847,6,-5.162,0.0632,0.0137,0.0,0.311,0.486,106.415,238907,0tleajNDAT1Z8RghqiweVy,5,People Don't Know,Drapht,The Life of Riley,0tleajNDAT1Z8RghqiweVy
1428,0.751,1,0.906,0,-4.305,0.168,0.0181,0.0,0.152,0.682,128.042,183067,36e0uV8RhyB6Vt7Xs6bc5H,9,Bali Party,Drapht,The Life of Riley,36e0uV8RhyB6Vt7Xs6bc5H
1429,0.78,1,0.869,6,-5.39,0.279,0.273,0.0,0.927,0.559,96.0,103640,1YiibP9Vhlw1evGmxvXQnx,1,Skit,Drapht,The Life of Riley,1YiibP9Vhlw1evGmxvXQnx
1430,0.723,1,0.872,1,-4.135,0.28,0.0265,0.0,0.471,0.749,98.981,193760,62kFIsG38CRLCxNq7FJju2,10,The Paul the Dan,Drapht,The Life of Riley,62kFIsG38CRLCxNq7FJju2
1431,0.63,1,0.833,7,-4.949,0.177,0.0235,0.0,0.223,0.635,92.071,236933,1slhTB5LhnahZOc7E01Nto,5,Murder Murder,Drapht,The Life of Riley,1slhTB5LhnahZOc7E01Nto
1432,0.545,1,0.802,9,-5.579,0.533,0.0492,0.0,0.727,0.761,176.549,292440,3Peb2T6yjjHXACYZrpy5Oh,3,Take the Party With Us,Drapht,The Life of Riley,3Peb2T6yjjHXACYZrpy5Oh
1433,0.586,1,0.86,11,-4.669,0.436,0.131,0.0,0.374,0.695,178.103,247667,4whbVgjg6i6E4C5ZvpYEUU,7,Good Morning,Drapht,The Life of Riley,4whbVgjg6i6E4C5ZvpYEUU
1434,0.655,0,0.896,9,-3.793,0.151,0.0803,0.0,0.622,0.586,100.073,253253,78rGdoXQDUcZ7CUcORxifT,5,We Own the Night,Drapht,The Life of Riley,78rGdoXQDUcZ7CUcORxifT
1435,0.558,0,0.801,10,-4.404,0.2,0.00321,0.0,0.313,0.595,89.219,240267,3WHyS8Z6DqrCzgCLufqJdk,4,On and On,Drapht,The Life of Riley,3WHyS8Z6DqrCzgCLufqJdk
1436,0.604,0,0.461,6,-13.372,0.0447,0.786,3.12e-05,0.0928,0.803,91.909,242533,4woAWzTOfrG67vduS0JMJo,0,Mrs. Robinson,Simon & Garfunkel,Old Friends,4woAWzTOfrG67vduS0JMJo
1437,0.601,0,0.698,4,-8.708,0.0313,0.103,0.0,0.0893,0.787,136.263,174640,5rVj0WJEGMO0WQeX9GG4kh,54,Bus Stop,The Hollies,20 Golden Greats,5rVj0WJEGMO0WQeX9GG4kh
1438,0.462,1,0.158,5,-18.485,0.0431,0.817,1.38e-05,0.155,0.254,104.607,194000,1czaz3PAI0PYhVYbLkev8o,32,The Grave,Don McLean,American Pie,1czaz3PAI0PYhVYbLkev8o
1439,0.533,0,0.179,9,-16.179,0.0306,0.842,0.00439,0.114,0.684,108.317,101173,5RQTaAUBgRHkjxNSku70LD,36,Babylon,Don McLean,American Pie,5RQTaAUBgRHkjxNSku70LD
1440,0.419,1,0.085,7,-19.387,0.0362,0.908,5.33e-06,0.34,0.458,91.509,243493,0VNzEY1G4GLqcNx5qaaTl6,69,Vincent,Don McLean,American Pie,0VNzEY1G4GLqcNx5qaaTl6
1441,0.393,0,0.588,9,-6.68,0.0613,0.345,0.0,0.134,0.728,203.145,186333,500h8jAdr7LvzzXlm1qxtK,60,Magic,Pilot,From The Album Of The Same Name,500h8jAdr7LvzzXlm1qxtK
1442,0.444,1,0.853,1,-12.57,0.138,0.325,0.0,0.816,0.206,83.875,292973,0sUQj8SflMlJrqJE7Z4u9o,0,Give Peace A Chance - Remastered 2010,John Lennon,Power To The People - The Hits,0sUQj8SflMlJrqJE7Z4u9o
1443,0.237,1,0.462,0,-7.79,0.0308,0.843,0.0585,0.0964,0.338,149.178,192987,7oZpnpAQYHe936t9pd3HKr,47,When I Was a Boy,Electric Light Orchestra,Jeff Lynne's ELO - Alone in the Universe,7oZpnpAQYHe936t9pd3HKr
1444,0.533,0,0.802,9,-7.433,0.0335,0.615,0.0303,0.431,0.74,115.148,186800,1nYjl2zhrNpICIj9TEt6Ux,29,Dirty to the Bone,Electric Light Orchestra,Jeff Lynne's ELO - Alone in the Universe,1nYjl2zhrNpICIj9TEt6Ux
1445,0.567,0,0.748,9,-7.916,0.0308,0.43,0.691,0.515,0.759,91.966,200627,0Or9CtXUG1fNZlrRfCaKUi,29,When the Night Comes,Electric Light Orchestra,Jeff Lynne's ELO - Alone in the Universe,0Or9CtXUG1fNZlrRfCaKUi
1446,0.379,1,0.508,9,-8.351,0.0303,0.721,0.00531,0.231,0.138,141.613,209653,28GJJCBqz8deIF0CsfoSj1,38,The Sun Will Shine on You,Electric Light Orchestra,Jeff Lynne's ELO - Alone in the Universe,28GJJCBqz8deIF0CsfoSj1
1447,0.462,0,0.912,2,-7.199,0.0762,0.593,0.00232,0.513,0.442,139.313,154547,7EzugtNu9fyd62Lzd6OMYc,26,Ain't It a Drag,Electric Light Orchestra,Jeff Lynne's ELO - Alone in the Universe,7EzugtNu9fyd62Lzd6OMYc
1448,0.555,1,0.639,2,-6.832,0.033,0.137,1.99e-05,0.0733,0.518,125.77,227320,32fKHW6Eac4yBXn9WY7Aic,53,All Those Years Ago - Remastered 2004,George Harrison,Somewhere In England,32fKHW6Eac4yBXn9WY7Aic
1449,0.365,0,0.513,7,-13.034,0.0357,0.0208,0.000147,0.205,0.739,80.647,331200,37BTh5g05cxBIRYMbw8g2T,72,Rosanna,TOTO,Toto IV,37BTh5g05cxBIRYMbw8g2T
1450,0.257,0,0.334,0,-7.408,0.03,0.51,0.0864,0.0915,0.0392,156.122,328213,3yV1O9ppnblGtYktVylLUq,8,Admiral of Upside Down,Dhani Harrison,IN///PARALLEL,3yV1O9ppnblGtYktVylLUq
1451,0.401,1,0.282,11,-12.797,0.0453,0.255,0.0,0.0775,0.551,143.124,156317,5pNVVIpMA6Fz422a7cAKBZ,35,Danke Schoën,Various Artists,Mob Hits III: Even More Music From The Great Mob Movies,5pNVVIpMA6Fz422a7cAKBZ
1452,0.472,0,0.761,5,-6.581,0.0664,0.0171,0.0021,0.0847,0.159,147.974,303053,2eeseHi9SQuEckhCFhrDe8,19,All About Waiting (feat. Camila Grey),Dhani Harrison,IN///PARALLEL,2eeseHi9SQuEckhCFhrDe8
1453,0.491,0,0.587,7,-6.15,0.0252,0.00827,0.134,0.105,0.16,104.045,323227,0UxOkGOed7E7uhUuxqF15C,12,Never Know,Dhani Harrison,IN///PARALLEL,0UxOkGOed7E7uhUuxqF15C
1454,0.566,1,0.773,2,-6.211,0.0344,0.0341,0.00501,0.104,0.218,118.022,237147,2RVoZ7exGh8IVNrTTTd7x2,7,#WarOnFalse,Dhani Harrison,IN///PARALLEL,2RVoZ7exGh8IVNrTTTd7x2
1455,0.294,0,0.93,0,-6.057,0.0693,0.0189,0.708,0.0989,0.35,137.961,444160,4QIxBwDgQ7bZ0MeKjU8K8j,8,Úlfur Resurrection,Dhani Harrison,IN///PARALLEL,4QIxBwDgQ7bZ0MeKjU8K8j
1456,0.424,0,0.687,11,-8.878,0.0732,0.068,0.105,0.194,0.4,156.014,381520,3lygDMOs2KVX7UNXb5BaSj,5,Downtown Tigers,Dhani Harrison,IN///PARALLEL,3lygDMOs2KVX7UNXb5BaSj
1457,0.461,0,0.566,4,-8.174,0.0423,0.0734,0.00829,0.108,0.226,130.049,472360,7iTtJOfsMcwPETme88OmKi,6,London Water (feat. Mereki),Dhani Harrison,IN///PARALLEL,7iTtJOfsMcwPETme88OmKi
1458,0.353,0,0.695,7,-7.348,0.109,0.186,0.0146,0.145,0.158,80.983,271653,18TvJtAhCLops5Td2o0GIE,6,Summertime Police,Dhani Harrison,IN///PARALLEL,18TvJtAhCLops5Td2o0GIE
1459,0.527,0,0.827,5,-5.875,0.0437,0.00171,0.217,0.112,0.221,140.016,378587,12pguYDV4eAhoxRVdRQROj,6,Poseidon (Keep Me Safe) [feat. Mereki],Dhani Harrison,IN///PARALLEL,12pguYDV4eAhoxRVdRQROj
1460,0.581,0,0.73,2,-6.901,0.0458,0.0245,0.00584,0.231,0.299,128.047,404240,6vTfBO9oveKVWjN6jADydW,7,The Light Under The Door,Dhani Harrison,IN///PARALLEL,6vTfBO9oveKVWjN6jADydW
1461,0.427,1,0.554,9,-7.286,0.0316,0.781,0.438,0.124,0.346,136.121,170840,4bsv9k1AMekASJNUw3aPIm,27,All My Life,Electric Light Orchestra,Jeff Lynne's ELO - Alone in the Universe,4bsv9k1AMekASJNUw3aPIm
1462,0.465,1,0.711,0,-6.106,0.0349,0.698,0.00208,0.278,0.376,99.96,187427,7GRRPj7CjRIiGlVylqZfTG,26,I'm Leaving You,Electric Light Orchestra,Jeff Lynne's ELO - Alone in the Universe,7GRRPj7CjRIiGlVylqZfTG
1463,0.545,0,0.851,4,-6.843,0.0331,0.73,0.854,0.372,0.771,126.021,201587,4V89UFzPyZD34QijRQmhwq,27,One Step at a Time,Electric Light Orchestra,Jeff Lynne's ELO - Alone in the Universe,4V89UFzPyZD34QijRQmhwq
1464,0.385,1,0.655,0,-7.728,0.0295,0.787,0.587,0.199,0.288,82.005,234013,1P8G5CwpCRpuMHcE7M38Pm,37,Alone in the Universe,Electric Light Orchestra,Jeff Lynne's ELO - Alone in the Universe,1P8G5CwpCRpuMHcE7M38Pm
1465,0.624,1,0.634,7,-8.139,0.0356,0.76,2.25e-06,0.581,0.791,160.108,127173,66k1APKlJBgq41Akpf9aaN,23,Fault Line - Bonus Track,Electric Light Orchestra,Jeff Lynne's ELO - Alone in the Universe,66k1APKlJBgq41Akpf9aaN
1466,0.529,1,0.749,4,-7.771,0.0324,0.454,0.000197,0.29,0.708,114.987,156213,31vGCRibaCSB7s8tn94Axg,25,Blue - Bonus Track,Electric Light Orchestra,Jeff Lynne's ELO - Alone in the Universe,31vGCRibaCSB7s8tn94Axg
1467,0.605,0,0.65,9,-9.469,0.0265,0.479,7.71e-06,0.113,0.581,97.985,241267,1RGtfj37Sacilb3nuuTvFc,32,That's What It Takes - Remastered 2004,George Harrison,Cloud Nine,1RGtfj37Sacilb3nuuTvFc
1468,0.665,0,0.742,0,-8.214,0.0716,0.253,0.00384,0.295,0.826,125.088,204307,7dcAoN9JaXOf3jtbUkifCn,37,Fish On The Sand - Remastered 2004,George Harrison,Cloud Nine,7dcAoN9JaXOf3jtbUkifCn
1469,0.418,0,0.229,9,-12.544,0.0269,0.893,0.12,0.0964,0.114,56.532,246013,6J0pN8eLRzcfLVq7th3VSG,30,Just For Today - Remastered 2004,George Harrison,Cloud Nine,6J0pN8eLRzcfLVq7th3VSG
1470,0.638,1,0.793,2,-9.111,0.0381,0.544,0.00443,0.0782,0.792,126.063,229360,3vKi1nQGUakrVBDgzHPXef,36,This Is Love - Remastered 2004,George Harrison,Cloud Nine,3vKi1nQGUakrVBDgzHPXef
1471,0.667,1,0.83,4,-8.033,0.0385,0.468,0.0,0.315,0.803,124.117,233800,19Rse1n6cwfl98trLEKW6A,35,Devil's Radio - Remastered 2004,George Harrison,Cloud Nine,19Rse1n6cwfl98trLEKW6A
1472,0.608,1,0.406,9,-9.356,0.0254,0.719,0.0,0.244,0.453,128.288,232907,1wThOiBjCp571kbmz6UMou,34,Someplace Else - Remastered 2004,George Harrison,Cloud Nine,1wThOiBjCp571kbmz6UMou
1473,0.706,1,0.847,5,-7.056,0.0409,0.352,1.12e-06,0.321,0.793,125.978,213520,5A3lx1hhF9GGQy67rhdmfv,28,Wreck Of The Hesperus - Remastered 2004,George Harrison,Cloud Nine,5A3lx1hhF9GGQy67rhdmfv
1474,0.79,1,0.231,7,-12.193,0.0422,0.655,0.000134,0.045,0.451,115.853,215920,0NLu4RohRAOipLDPomgxhR,26,Breath Away From Heaven - Remastered 2004,George Harrison,Cloud Nine,0NLu4RohRAOipLDPomgxhR
1475,0.76,1,0.698,7,-8.682,0.0325,0.313,0.0,0.341,0.594,118.053,309027,4zVRxyyGZMXcdgWsIPCigy,26,Shanghai Surprise - Remastered 2004,George Harrison,Cloud Nine,4zVRxyyGZMXcdgWsIPCigy
1476,0.981,1,0.345,0,-10.922,0.0492,0.101,0.0749,0.216,0.722,119.897,166772,7x7FAiNooQv4GU3oz9LoX1,25,Zig Zag - Remastered 2004,George Harrison,Cloud Nine,7x7FAiNooQv4GU3oz9LoX1
1477,0.659,0,0.635,10,-10.569,0.202,0.603,0.0214,0.172,0.413,144.965,177867,4oarDDCWsSnX2WOIRKuQo1,44,Up From The Skies,Jimi Hendrix,Axis: Bold As Love,4oarDDCWsSnX2WOIRKuQo1
1478,0.405,0,0.831,5,-5.293,0.0671,0.0504,0.0918,0.805,0.805,130.856,183320,2KFE98Iw0X23sf4vJYcbLH,51,Spanish Castle Magic,Jimi Hendrix,Axis: Bold As Love,2KFE98Iw0X23sf4vJYcbLH
1479,0.643,1,0.697,8,-7.192,0.0568,0.203,0.00525,0.15,0.824,116.395,182547,2YtVzmZzew1ILUdNueyWd7,46,Wait Until Tomorrow,Jimi Hendrix,Axis: Bold As Love,2YtVzmZzew1ILUdNueyWd7
1480,0.405,1,0.902,7,-5.9,0.121,0.216,0.0633,0.468,0.589,151.838,108373,1ToNKcpVRTxzAgRiywifMt,43,Ain't No Telling,Jimi Hendrix,Axis: Bold As Love,1ToNKcpVRTxzAgRiywifMt
1481,0.477,1,0.883,6,-5.889,0.291,0.0414,0.0,0.239,0.794,130.168,168240,2Fu2CXFkfiKKXPGtbDDlvj,42,You Got Me Floatin',Jimi Hendrix,Axis: Bold As Love,2Fu2CXFkfiKKXPGtbDDlvj
1482,0.461,0,0.714,11,-9.159,0.313,0.504,0.0171,0.684,0.454,94.372,168920,3qebSLgUwaEqbwCM5sj5Kh,61,Castles Made of Sand,Jimi Hendrix,Axis: Bold As Love,3qebSLgUwaEqbwCM5sj5Kh
1483,0.316,1,0.756,8,-6.315,0.1,0.294,0.429,0.351,0.332,165.963,221827,5Zyv0v4rPcrXjkaeImuodv,52,One Rainy Wish,Jimi Hendrix,Axis: Bold As Love,5Zyv0v4rPcrXjkaeImuodv
1484,0.53,1,0.916,1,-5.643,0.081,0.0549,0.000302,0.3,0.905,98.722,141453,4pvY1WQBeAgPGMnWglrWY4,41,Little Miss Lover,Jimi Hendrix,Axis: Bold As Love,4pvY1WQBeAgPGMnWglrWY4
1485,0.354,1,0.741,1,-6.389,0.0806,0.018,0.0134,0.0753,0.596,142.348,251013,0uco0wQkB909zpPlHvu5Cc,54,Bold as Love,Jimi Hendrix,Axis: Bold As Love,0uco0wQkB909zpPlHvu5Cc
1486,0.404,0,0.491,4,-12.376,0.0443,0.0315,0.0197,0.127,0.789,200.063,205497,56UAshEJaQ28enFJlUkLEJ,43,I'm The Greatest,Ringo Starr,Ringo,56UAshEJaQ28enFJlUkLEJ
1487,0.715,1,0.722,0,-12.554,0.0441,0.0432,0.00759,0.0918,0.935,121.835,226440,3n5YrAWjOByPFxvmj08511,26,Have You Seen My Baby,Ringo Starr,Ringo,3n5YrAWjOByPFxvmj08511
1488,0.617,1,0.696,4,-12.739,0.0282,0.0155,0.000199,0.108,0.9,111.136,239760,1hwN2eAwsXgktvw9Qe8TrP,59,Photograph,Ringo Starr,Ringo,1hwN2eAwsXgktvw9Qe8TrP
1489,0.764,1,0.665,4,-11.563,0.0321,0.0636,0.204,0.17,0.966,123.653,184200,5jblgaBO9hwjDWLzo2UJAa,23,Down And Out,Ringo Starr,Ringo,5jblgaBO9hwjDWLzo2UJAa
1490,0.612,1,0.504,4,-13.692,0.0709,0.118,1.1e-06,0.103,0.315,96.129,167840,4pDU3Rz7bhVuuXiDOAj2lU,25,Sunshine Life For Me (Sail Away Raymond),Ringo Starr,Ringo,4pDU3Rz7bhVuuXiDOAj2lU
1491,0.711,1,0.775,0,-15.179,0.047,0.0274,0.0379,0.218,0.963,120.539,259373,7GqOrtlqGjt5kFlPK63ErE,33,Oh My My,Ringo Starr,Ringo,7GqOrtlqGjt5kFlPK63ErE
1492,0.662,1,0.266,8,-18.025,0.0462,0.189,2.05e-05,0.0708,0.555,121.179,197933,3GokT0uHQrOobTFph1AMnf,20,Step Lightly,Ringo Starr,Ringo,3GokT0uHQrOobTFph1AMnf
1493,0.58,1,0.34,1,-15.413,0.0363,0.44,0.0,0.084,0.337,88.259,248867,3HoioEpH2E23n6Pb6nAVUN,28,Six O'Clock,Ringo Starr,Ringo,3HoioEpH2E23n6Pb6nAVUN
1494,0.617,1,0.625,10,-14.28,0.0464,0.00268,0.517,0.0307,0.963,148.276,243960,3rQzNI47mNcNVjN4Ka7A6L,24,Devil Woman,Ringo Starr,Ringo,3rQzNI47mNcNVjN4Ka7A6L
1495,0.707,1,0.494,7,-14.81,0.0302,0.141,1.88e-05,0.115,0.825,97.962,285000,1FBFioBHxagY5TUxx8c4HU,23,You And Me (Babe),Ringo Starr,Ringo,1FBFioBHxagY5TUxx8c4HU
1496,0.47,1,0.873,9,-4.121,0.0884,0.377,0.0,0.213,0.444,91.49,273560,4HF7ddEW0eadUpIi3iSqiB,36,I Can't Live With You - Remastered 2011,Queen,Innuendo (2011 Remaster),4HF7ddEW0eadUpIi3iSqiB
1497,0.26,0,0.424,4,-7.004,0.0312,0.716,1.98e-05,0.234,0.128,101.324,219827,161M6Ul0mY3trIlDxBHyhK,39,Don't Try So Hard - 2011 Remaster,Queen,Innuendo (2011 Remaster),161M6Ul0mY3trIlDxBHyhK
1498,0.581,1,0.867,0,-7.968,0.0454,0.00466,0.00875,0.332,0.351,113.818,282920,5Z5xbf3G5ld4kHMjJWpwem,37,Ride The Wild Wind - Remastered 2011,Queen,Innuendo (2011 Remaster),5Z5xbf3G5ld4kHMjJWpwem
1499,0.307,1,0.796,5,-8.066,0.095,0.233,0.00202,0.313,0.231,181.62,261653,6VWhk0VNyGs6o5aTUj4akR,34,All God's People - Remastered 2011,Queen,Innuendo (2011 Remaster),6VWhk0VNyGs6o5aTUj4akR
1500,0.689,1,0.4,0,-9.63,0.0299,0.372,0.000137,0.0605,0.559,112.64,255040,5js1JJOAkR5KwlifBpvHMN,54,These Are The Days Of Our Lives - 2011 Remaster,Queen,Innuendo (2011 Remaster),5js1JJOAkR5KwlifBpvHMN
1501,0.729,1,0.508,7,-9.444,0.0292,0.385,2.47e-05,0.12,0.553,109.079,214560,1r1edvjolplEOpqGK2GoHt,38,Delilah - Remastered 2011,Queen,Innuendo (2011 Remaster),1r1edvjolplEOpqGK2GoHt
1502,0.385,0,0.982,3,-4.711,0.122,0.00367,0.0211,0.429,0.0958,90.184,296627,3DTonaWjulk1qsxL7ULIax,35,The Hitman - Remastered 2011,Queen,Innuendo (2011 Remaster),3DTonaWjulk1qsxL7ULIax
